,Unnamed: 0.1,Unnamed: 0,title,artist,rank,date,lyrics_x,lyrics_y,final_lyrics,lyrics-scraped
18094,18094,103233,Left & Right,D'Angelo Featuring Method Man And Redman,77,1999-12-18,,,,
18106,18106,103304,This Gift,98 Degrees,53,2000-01-01,,,,
18125,18125,103512,Untitled (How Does It Feel),D'Angelo,56,2000-01-29,,,,"[Verse 1]
Girl, it's all on you

Have it your way
And if you want, you can decide
And if you'll have me
I can provide everything that you desire
If you get a feeling
Feeling that I'm feeling
Won't you come closer (Mm) to me, baby? (Hey)
Girl, you already got me right where you want me, baby
I, I just wanna be your man

[Chorus]
How does it feel? Yeah (Oh)
How does it feel ? Yeah, yeah (Said I wanna know, how does it feel?)
How does it feel? Yeah (How?)
How does it feel? Yeah (Yeah, oh)

[Verse 2]
I wanna stop (Wanna stop)
(Playing all) Silly little games you and me play
And I am feeling right on
If you feel the same way, baby
Let me know (Let me know) right away
I'd love to make you wet
In between your thighs 'cause
I love when it comes inside you, mm
I get so excited when I'm around you (Oh)
Baby (Woah)

Oh, ah, oh, baby
[Chorus]
How does it feel? Yeah (Wanna know how it feels, yeah)
How does it feel? Yeah (Said did it ever cross your mind?)
How does it feel? Yeah (How, baby? Oh)
How does it feel? Yeah (Oh)
How does it feel? Yeah (Tell me how it feels, yeah)
How does it feel? Yeah (Said it’s been on my mind)
How does it feel? Yeah (Oh, oh)
How does it feel? Yeah
Ooh, long time, uh

[Bridge]
Said it's been on my mind, yeah
Baby, close the door
Listen, girl, I've got something I wanna show you
All I wanna do
Wish you'd open up (Wish you'd open up)
'Cause I wanna take the walls down with you
Oh, yeah
If you want me to, baby (Yeah)
Only if you want me to, baby (Yeah)
Baby, baby, baby
Ah-ah (Ah)
Ah-ah (Ah)
Ah, only if you want me to, baby
[Interlude]
I wanna
I wanna lay you down
Kiss you all around
All around, all around
Make you feel
Oh-oh

[Instrumental Break]

[Chorus]
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
How does it feel? (Woo, feel)
How does it feel? (Said I gotta know right now, yeah)
How does it feel? (Let me take off your clothes and I'll)
How does it feel? (I'll-I'll-I'll, I'll-I'll, yeah, yeah, baby)
How does it feel? (Wanna take you away from here, baby)
How does it feel? (Take you on a little trip back home, yeah)
How does it feel? (Do you know what I'm talkin' about, baby?)
How does it feel? (Yeah, yeah, yeah, yeah, yeah)
How does it feel? (Yeah, yeah)
How does it feel? (Yeah, yeah, yeah)
(Yeah, yeah, yeah)
How does it feel? (Yeah, yeah, yeah)
(Yeah, yeah, yeah)
How does it feel?"
18133,18133,103658,Best Friend,Puff Daddy Featuring Mario Winans & Hezekiah Walker & The Love Fe,65,2000-02-12,,,,
18145,18145,103789,Baby Don't Cry (Keep Ya Head Up II),2Pac + Outlawz,87,2000-02-26,,,,"[Produced by 2Pac and Karlin & Soulshock]

[Intro: 2Pac & H.E.A.T.]
I feel you (uhh), baby don't
But you can't, you can't give up
(H.E.A.T., 2Pac with, Outlawz!)

[Hook: 2Pac & H.E.A.T.]
Baby don't cry! I hope you got your head up (Outlawz)
Even when the road is hard, never give up!
Baby don't cry! I hope you got your head up
Even when the road is hard, never give up! (Keep ya head up)


[Verse 1: 2Pac]
Now here's a story 'bout a woman with dreams
So picture perfect at 13, an ebony queen

Beneath the surface it was more than just a crooked smile
Nobody knew about her secret so it took a while
I could see a tear fall slow down her black cheek
Sheddin' quiet tears in the back seat; so when she asked me
""What would you do if it was you?""
Couldn't answer such a horrible pain to live through
I tried to trade places in the tragedy
I couldn't picture three crazed niggas grabbin' me
For just a moment I was trapped in the pain

Lord, come and take me
Four niggas violated, they chased and they raped me
Even though it wasn't me, I could feel the grief

Thinkin' with your brains blown that would make the pain go
No! You got to find a way to survive
‘Cause they win when your soul dies
[Hook: 2Pac & H.E.A.T.]
Baby please don't cry!, you got to keep your head up
Even when the road is hard, never give up!
Baby don't cry!, you got to keep your head up
Even when the road is hard, never give up!
(Baby don't cry!) baby don't cry!, I hope you got yo' head up
Even when the road is hard, never give up! (keep ya head up)
Baby don't cry!, I hope you got your head up (never give up)
Even when the road is hard, never give up!
Baby don't cry…


[Verse 2: Edi Amin]
Forget him, girl, he ain't gon' never change
I ain't no hater but that nigga lost in the game
After the bright lights and big thangs
He probably could love you, but he in love with the struggle
Everyday, his mind on gettin' mo'
And never your feelings, he's chasin' millions for sho'
Uh oh, now you 'bout to have his baby?
Another wild-ass nigga that's gon' drive you crazy
You got too much mo' livin' to do – I'm spittin' this to you
‘Cause you deserve more than what he givin' to you
Beautiful, black, precious, and complicated
A new millennium dime piece, so fine she

Got 'em all stuck standin' still when she come through
Baby, take a little mo' time, love will find you
And sho' as the sky's blue somebody other than me
Gon' give you everythin' you need, feel me? (Don't cry-ahh…)
[Hook: 2Pac & H.E.A.T.]
(Baby don't cry!) baby don't cry!, you got to keep your head up
Even when the road is hard, never give up!
(Baby don't cry!) baby don't cry!, you got to keep your head up
Even when the road is hard, never give up! (you'll be alright)
(Baby don't cry!) baby don't cry!, I hope you got your head up
Even when the road is hard, never give up! (keep ya head up)
(Baby don't cry!) baby don't cry!, I hope you got your head up (never give up)
Even when the road is hard, never give up! (no no.. ohhhh)
Baby don't cry…

[Verse 3: Young Noble]
I'm tryin' to do all that I can
From jump, now you losin', you was choosin' the wrong man
Dealt the wrong hand, you was young and beautiful
Lost and turned out, what you let that nigga do to you?
I knew her since elementary, she blew a kiss to me
Wrote me a note in crayon, wantin' to get with me
We was kids, now she got three kids
They see their father e'ryday, and they don't know who he is
Seen him last night, homie roll a E-class
Mad cheese in the stash, still a deadbeat dad
I bring her Pampers and food, just to stop through
But those ain't my seeds, nothin' really I could do
I feel pity for you, you ain't even his wife
Seventeen with three kids, locked down for life
Should've chose me, she 'bout to OD from the pressure
Hell nah, I won't let her (BABY..)
[Hook: 2Pac & H.E.A.T.]
(Baby don't cry!) baby don't cry!, you got to keep your head up
Even when the road is hard, never give up!
(Baby don't cry!) baby don't cry!, you got to keep your head up
Even when the road is hard, never give up!
(Baby don't cry!) baby don't cry!, I hope you got your head up
Even when the road is hard, never give up!
(Baby don't cry!) baby don't cry!, I hope you got your head up (never give up)
Even when the road is hard, never give up!
(Baby don't cry!) baby don't cry!, you got to keep your head up
Even when the road is hard, never give up!
(Baby don't cry!) baby don't cry!, you got to keep your head up
Even when the road is hard, never give up!
(Baby don't cry!) baby don't cry!, I hope you got your head up
Even when the road is hard, never give up! (keep ya head up)
(Baby don't cry!) baby don't cry!, I hope you got your head up (never give up)
Even when the road is hard, never give up! (no no.. ohhhh)
(Baby don't cry!) baby don't cry!..
(you'll be right)..
(Baby don't cry!) baby don't cry!, I hope you got your head up
Even when the road is hard, never give up! (keep ya head up)
(Baby don't cry!) baby don't cry!, I hope you got your head up (never give up)
Even when the road is hard, never give up!
Baby don't cry

[Outro: Edi Amin]
For all the ladies (Soulshock, Karlin)
Baby don't cry! Got to keep your head up
(Keep your head up)
Makaveli lives on (head up) aight?"
18146,18146,103784,Been There,Clint Black With Steve Wariner,73,2000-02-26,,,,
18160,18160,103963,Goodbye Earl,Dixie Chicks,29,2000-03-25,,,,"[Verse 1]
Mary Anne and Wanda were the best of friends
All through their high school days
Both members of the 4H Club

Both active in the FFA

After graduation Mary Anne went out
Lookin' for a bright new world
Wanda looked all around this town
And all she found was Earl

[Verse 2]
Well, it wasn't two weeks after she got married
That Wanda started gettin' abused
She put on dark glasses and long sleeved blouses
And makeup to cover a bruise

Well, she finally got the nerve to file for divorce
She let the law take it from there
But Earl walked right through that restraining order
And put her in intensive care


[Pre-Chorus]
Right away, Mary Anne flew in from Atlanta

On a red-eye midnight flight

She held Wanda's hand and they worked out a plan
And it didn't take 'em long to decide
[Chorus]
That Earl had to die

Goodbye, Earl
Those black-eyed peas
They tasted alright to me, Earl

You're feeling weak
Why don't you lay down and sleep, Earl?

Ain't it dark
Wrapped up in that tarp, Earl?


[Verse 3]
The cops came by to bring Earl in
They searched the house high and low

Then they tipped their hats

And said ""Thank you ladies, if you hear from him let us know,""

[Verse 4]
Well, the weeks went by and
Spring turned to summer
And summer faded into fall
And it turns out he was a missing person
Who nobody missed at all

[Pre-Chorus]
So the girls bought some land at a roadside stand
Out on Highway 109

They sell Tennessee ham

And strawberry jam
And they don't lose any sleep at night, 'cause
[Chorus]
Earl had to die
Goodbye Earl
We need a break

Let's go out to the lake, Earl
We'll pack a lunch
And stuff you in the trunk, Earl
Well, is that all right?
Good, let's go for a ride Earl

Hey

[Outro]
Well hey, hey, hey
Aw, hey, hey, hey
Well hey, hey, hey"
18168,18168,104063,Where You Are,Jessica Simpson Featuring Nick Lachey,66,2000-04-08,,,,
18178,18178,104117,Broadway,Goo Goo Dolls,74,2000-04-22,,,,"[Chorus]
Broadway's dark tonight

A little bit weaker than you used to be
Broadway's dark tonight
See the young man sitting in the old man's bar
Waiting for his turn to die


[Verse 1]
The cowboy kills the rock star
And Friday night's gone too far

The dim light hides the years
On all the faded girls

Forgotten but not gone
You drink it off your mind
You talk about the world like it's someplace that you've been


[Pre-Chorus 1]
You see, you'd love to run home, but you know you ain't got one
Cause you're living in a world that you're best forgotten, around here

[Chorus]
Broadway's dark tonight
A little bit weaker than you used to be
Broadway's dark tonight
See the young man sitting in the old man's bar
Waiting for his turn to die
[Verse 2]
You choke down all your anger
Forget your only son
You pray to statues when you sober up for fun

Your anger don't impress me
The world slapped in your face
It always rains like hell on the loser's day parade


[Pre-Chorus 1]
You see, you'd love to run home, but you know you ain't got one
Cause you're living in a world that you're best forgotten, around here

[Pre-Chorus 2]
When you're thinking you're a joke and nobody's going to listen
To the one small point I know they've been missing around here

[Chorus]
Broadway's dark tonight
A little bit weaker than you used to be
Broadway's dark tonight
See the young man sitting in the old man's bar
Waiting for his turn to die

[Pre-Chorus 1]
You see, you'd love to run home, but you know you ain't got one
Cause you're living in a world that you're best forgotten, around here
[Pre-Chorus 2]
When you're thinking you're a joke and nobody's going to listen
To the one small point I know they've been missing around here

[Chorus]
Broadway's dark tonight
A little bit weaker than you used to be
Broadway's dark tonight
See the young man sitting in the old man's bar
Waiting for his turn to die"
18181,18181,104125,Best Of Me,Mya Featuring Jadakiss,70,2000-04-22,,,,
18188,18188,104383,Shut Up,"Trick Daddy Featuring Duece Poppito, Trina, Co",99,2000-05-20,,,,
18198,18198,104589,Whatever,Ideal Featuring Lil' Mo,75,2000-06-17,,,,
18206,18206,104686,Crybaby,Mariah Carey Featuring Snoop Dogg,34,2000-07-01,,,,
18207,18207,104680,What You Want,DMX Featuring Sisqo,98,2000-07-01,,,,
18211,18211,104593,Cold Day In July,Dixie Chicks,79,2000-07-01,,,,"[Verse 1]
The moon is full and my arms are empty
All night long I've pleaded and cried
You always said the day that you would leave me
Would be a cold day in July
Your bags are packed not a word is spoken
I guess we said everything with good-bye
Time moves so slow and promises get broken
On this cold day in July

[Chorus]
Sun's comin' up comin' up down on Main Street
Children shout as they're running out to play
Head in my hands
Here I am
Standing in my bare feet
Watching you drive away
Watching you drive away

[Verse 2]
You said that we were gonna last forever
You said our love would never die
It looks like spring and
It feels like sunny weather
But it's a cold day in July
[Chorus]
Sun's comin' up comin' up down on Main Street
Children shout as they're running out to play
Head in my hands
Here I am
Standing in my bare feet
Watching you drive away
Watching you drive away

[Verse 3]
The moon is full and my arms are empty
All night long how I've pleaded and cried
You always said the day that
You would leave me
Would be a cold day in July
Here comes that cold day in July

[Outro]
Oh
Yeah
Oh yeah
La da da la da da la da da
Oh Ooo"
18212,18212,104614,Take That,"Torrey Carter Featuring Missy ""Misdemeanor"" Elliott",88,2000-07-01,,,,
18220,18220,104721,Got It All,Eve & Jadakiss,89,2000-07-15,,,,
18228,18228,104851,Callin' Me,Lil' Zane Featuring 112,83,2000-07-29,,,,
18239,18239,104974,Let's Make Love,Faith Hill With Tim McGraw,83,2000-08-12,,,,
18247,18247,105001,Give Me Just One Night (Una Noche),98 Degrees,39,2000-08-26,,,,
18275,18275,105441,What Means The World To You,Cam'Ron,94,2000-10-21,,,,"[Intro: Cam'ron]
Killa, killa, killa, killa, killa, killa dog
It's killa dog, I'll kill you dog, dog

Yeah, check it out now
Yeah

[Verse 1: Cam'ron]
What means the world to you
Cause money mean the world to me
I'm a shine for the world to see
Pearl the V twirl the key
F, kick back and twirl the weed
(Ma) Wanna roll wit a top gun
Hot one done pop one scrub not one

Wanna ride shotgun wanna shoot shot guns

And I got hot one's
But I wanna chick that'll hop up on a stick
Wit a porno flick
(Uh) Make sure my cum, she's gonna lick
More to sip but screw that
Where my thugs with the hollow tips
Girls that acknowledge it
Polish it after that swallow it
Stand by baby where you at huh?
Raise ya hand high
You dont suck what that's a damn lie
Got red rye my man ride my fam tide
So I need a real chick
Someone to keep it real wit
Someone to rob and steal wit
Someone to share my meal wit
It's that there look wit you
And be out for your revenue
Then even at you and she'll be blessin you
Caressin you startin that mess wit you
But you always good for now and plus no feds around
So girl jus come lift up that dress for now
And give me some points for now talk to me ma
[Hook]
What means the world to you my money, my doe, my hoes, my clothes
What means the world to you my money, my doe, my hair, my nails
What means the world to you some sex, some mex, and a little bit of head rah
What means the world to you to sex is sweet wit a cat who eat
What means the world to you lots of cheese shopping sprees
What means the world to you diamond rings shinin things
What means the world world to you ladies (oh) fellas (ah)
Oh, ah, oh, ah, oh, ah
Oh, ah

[Verse 2: Cam'ron]
My cousin Tandelese see the girl type onerary

But the girlfriend was real real real fond of me
But the girl put her on to me and I'm like why
I mean come through wit her she drivin that alumina
I'm not even thinkin bout screwin her
Let alone pursuing her
I got a girl she like what that got to do wit her
Get through wit her mess around my gurl come down
And put two in her
But I'm in a heavy case like the type that pepsi make
Who you fake got pies like betty bake
Top balla in every state
In Chi I'm mike

Boston I'm Kenny

In Miami I'm Timmy and Phoenix I'm Penny

Damn, in Harlem I'm Sammy order or so
What the hell you want
Got sons guns run run
Make them run run skate take one
From young one's dumb dumbs
Hit wit the dumb dumbs hit wit the stun gun
Oh damn young hon where the gurl come from
And I wanna meet her, Killa greet her
Yo we in my bed for now
She said oh no my spine on rest for now
Well give me some breath for now talk to me ma
[Hook]
What means the world to you my money, my doe, my hoes, my clothes
What means the world to you my money, my doe, my hair, my nails
What means the world to you some sex, some mex, and a little bit of head rah
What means the world to you to sex is sweet wit a cat who eat
What means the world to you lots of cheese shopping sprees
What means the world to you diamond rings shinin things
What means the world world to you ladies (oh) fellas (ah)
Oh, ah, oh, ah, oh, ah
Oh, ah

[Verse 3: Keema/Cam'ron]
Ladies say (ah) scream it out speak it out
It's that time of the month for you leakin out say oww (oww)
Shit yall know I'm down for the hoes down for the doe
Down for a little lay dick on the low yall know
I'ts that kima chick that'll heat ya chick (oww)
Squeeze the click (oww) go home and get freaked again
Yall know I like that sex wit the right cat
Rings make them iced stack

Yo now hold up mama
I don't want you to be no ho
I done layed them, J'd them
That's right played them hoes
I ain't one of them hoes
Why you come wit them hoes when I come for the doe
Keep them under control

[Hook]
What means the world to you my money, my doe, my hoes, my clothes
What means the world to you my money, my doe, my hair, my nails
What means the world to you some sex, some mex, and a little bit of head rah
What means the world to you to sex is sweet wit a cat who eat
What means the world to you lots of cheese shopping sprees
What means the world to you diamond rings shinin things
What means the world world to you ladies (oh) fellas (ah)
Oh, ah, oh, ah, oh, ah
Oh, ah
What means the world to you my money, my doe, my hoes, my clothes
What means the world to you my money, my doe, my hair, my nails
What means the world to you some sex, some mex, and a little bit of head rah
What means the world to you to sex is sweet wit a cat who eat
What means the world to you lots of cheese shopping sprees
What means the world to you diamond rings shinin things
What means the world world to you ladies (oh) fellas (ah)
Oh, ah, oh, ah, oh, ah
Oh, ah"
18280,18280,105584,Straight Up,Chante Moore,98,2000-11-04,,,,"[Intro: Jermaine Dupri]
Yeah, oh
You know what it is
When your head go back and forth
So So Def, ha-ha
Chanté, 2K
Baby, come on, come on, come on

[Verse 1]
Straight up, I can love you forever, yo
'Cause you're the kind of guy I could settle for
I'm not the type to love you and let you go
Let me know, it's now or it's never, yo
'Cause I know them other girls try to do you in
But I'm not the average girl you'll be fooling with
'Cause those other females are just counterfeit
But everything over here's legit, ooh

[Pre-Chorus]
It's like this, like this, and like that, baby
Put the other girls way to the back, baby
So you know I'm not just talking that stuff, baby
Call me up and let me know what's up, baby
(What's up?)

[Chorus]
Here's the number to my cell
Or hit me on the hip
Here's the number to the crib where I really live
(Straight up) I'm not thinking 'bout them other chicks
(Straight up) They ain't even coming close to this
Here's the number to my job
Or call me in the whip
Now how many chicks you know coming with this?
(Straight up) 'Cause I'm trying to put you on to this
(Straight up) And I'm not just talking it, talking it
[Verse 2]
So tell me, baby, are you spoken for? (Spoken for)
'Cause I don't see a ring on your finger, boy (Finger, boy)
Excuse me if I'm bold with my pushing up
But I'm not looking for a hit and run
Don't you tell me how those other girls used to be
Just think about you getting used to me
I'ma show you everything you trying to see
I'ma put you right where you need to be (Need to be)

[Pre-Chorus]
It's like this, like this, and like that, baby
Put the other girls way to the back, baby
So you know I'm not just talking that stuff, baby
Call me up and let me know what's up, baby
(What's up?)

[Chorus]
Here's the number to my cell
Or hit me on the hip
Here's the number to the crib where I really live
(Straight up) I'm not thinking 'bout them other chicks
(Straight up) They ain't even coming close to this
Here's the number to my job
Or call me in the whip
Now how many chicks you know coming with this?
(Straight up) 'Cause I'm trying to put you on to this
(Straight up) And I'm not just talking it, not talking it
[Bridge]
A lot of girls won't do the things I do (Do)
A lot of girls won't say the things I say (Say)
Know that all of this is true (True)
Talking 'bout me loving you
(Please believe it) Boy, I love you
Coming straight up asking me (Oh-oh, oh)
Letting you know what I'm about (Ooh-oh, yeah)
With a game that's sweeter than can be
So, baby, won't you check me out?

[Break: Jermaine Dupri]
Y'all know what it is
When your head go back and forth
Y'all know what it is
When your head go back and forth
(Straight up, straight up, what's up?)

[Chorus]
Here's the number to my cell
Or hit me on the hip
Here's the number to the crib where I really live
(Straight up) I'm not thinking 'bout them other chicks
(Straight up) They ain't even coming close to this
Here's the number to my job
Or call me in the whip
Now how many chicks you know coming with this?
(Straight up) 'Cause I'm trying to put you on to this
(Straight up) And I'm not just talking it, talking it
Here's the number to my cell
Or hit me on the hip
Here's the number to the crib where I really live
(Straight up) I'm not thinking 'bout them other chicks
(Straight up) They ain't even coming close to this
Here's the number to my job
Or call me in the whip
Now how many chicks you know coming with this?
(Straight up) 'Cause I'm trying to put you on to this
(Straight up) And I'm not just talking it, talking it
Here's the number to my cell
Or hit me on the hip
Here's the number to the crib where I really live
(Straight up) I'm not thinking 'bout them other chicks
(Straight up) They ain't even coming close to this
Here's the number to my job
Or call me in the whip
Now how many chicks you know coming with this?
(Straight up) 'Cause I'm trying to put you on to this
(Straight up) And I'm not just talking it"
18287,18287,105678,Rollin',Limp Bizkit,73,2000-11-18,,,,
18288,18288,105595,Do You,Funkmaster Flex Featuring DMX,92,2000-11-18,,,,
18292,18292,105742,How Many Licks?,Lil' Kim Featuring Sisqo,75,2000-12-02,,,,
18297,18297,105849,My Everything,98 Degrees,59,2000-12-16,,,,
18306,18306,105990,Oh No,Mos Def & Pharoahe Monch Featuring Nate Dogg,92,2000-12-30,,,,
18307,18307,105986,All Good?,De La Soul Featuring Chaka Khan,96,2000-12-30,,,,
18315,18315,106025,Cha-Cha Slide,Mr. C The Slide Man,96,2001-01-13,,,,
18321,18321,106176,Outside,Aaron Lewis Of Staind With Fred Durst,82,2001-01-27,,,,
18328,18328,106284,You All Dat,Baha Men With Imani Coppola,94,2001-02-10,,,,
18331,18331,106243,Around The World (La La La La La),ATC,53,2001-02-10,,,,
